0,0,0.045455,0,0.015152,0.030303,0.015152,0.015152,0.015152,0.015152,0.045455,0.045455,0.030303,0,0.045455,0.030303,0.015152,0,0.045455,0.015152,0.015152,0.030303,0.030303,0,0,0,0,0.015152,0.015152,0.030303,0.030303,0,0,0,0,0,0.030303,0.015152,0.015152,0.030303,0.030303,0.015152,0.045455,0,0,0,0.015152,0,0,0,0,0,0.030303,0,0,0.015152,0,0.030303,0.045455,0.060606,0,0,0.030303,0
0.036145,0.036145,0.048193,0.012048,0.036145,0.012048,0,0,0.084337,0.012048,0.012048,0.012048,0,0,0.012048,0.036145,0,0.012048,0.012048,0,0.012048,0,0,0.048193,0.036145,0,0.024096,0.024096,0.036145,0,0.012048,0.024096,0.048193,0.012048,0,0.024096,0.012048,0,0,0.024096,0.048193,0.048193,0.012048,0.036145,0.012048,0,0.036145,0.024096,0,0,0,0.012048,0,0,0,0.012048,0,0,0,0,0.012048,0,0.024096,0.012048
0.027397,0.013699,0.041096,0.013699,0,0.027397,0,0,0.041096,0,0.013699,0.013699,0,0.013699,0.027397,0.041096,0,0.013699,0.013699,0.013699,0,0,0,0.041096,0.027397,0,0,0,0.027397,0.041096,0.027397,0.027397,0.068493,0,0.013699,0.041096,0.027397,0.027397,0,0,0.041096,0.013699,0.013699,0,0.027397,0.013699,0.013699,0.013699,0,0,0,0,0.027397,0.027397,0.013699,0.013699,0,0.013699,0,0,0,0.054795,0.013699,0.013699
0.021505,0.021505,0.043011,0.010753,0.010753,0.021505,0,0,0.021505,0.032258,0,0.021505,0,0.032258,0,0.032258,0,0.032258,0.021505,0.010753,0,0,0,0.010753,0.010753,0.021505,0.021505,0,0.032258,0.010753,0.010753,0.021505,0.064516,0.064516,0.064516,0.043011,0,0.010753,0.010753,0.010753,0.010753,0.021505,0.010753,0,0.010753,0.010753,0.021505,0.010753,0,0.032258,0,0,0.010753,0.021505,0,0.021505,0,0.010753,0,0.021505,0.010753,0.021505,0,0.010753
0.074074,0.14815,0.037037,0.037037,0,0.037037,0,0,0.074074,0,0,0.074074,0,0,0,0,0.037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037,0,0.037037,0,0,0,0,0,0,0,0.037037,0.037037,0,0.037037,0,0,0,0,0,0,0,0.074074,0,0.037037,0,0,0,0.037037,0,0,0,0.074074,0.037037,0.037037
0.022989,0.022989,0.068966,0.011494,0,0.034483,0,0.011494,0.022989,0,0.022989,0,0,0.10345,0.011494,0.011494,0,0.011494,0,0,0.011494,0.022989,0,0.011494,0.022989,0,0.011494,0,0.011494,0.011494,0.045977,0.045977,0.011494,0.022989,0.057471,0.045977,0,0.034483,0,0.022989,0,0.011494,0.034483,0.011494,0,0.011494,0.057471,0.011494,0,0,0,0,0.011494,0.022989,0,0.011494,0,0.011494,0.011494,0.011494,0,0.011494,0.022989,0
0.05,0.016667,0.066667,0,0.016667,0.033333,0,0.05,0.016667,0.016667,0,0.016667,0,0.016667,0.066667,0.016667,0,0.016667,0,0.016667,0,0.033333,0,0.016667,0.016667,0,0,0,0,0,0.033333,0,0.016667,0.033333,0.05,0.05,0,0.05,0,0.016667,0,0,0.016667,0,0.016667,0.016667,0,0.016667,0,0.033333,0,0.016667,0.016667,0.016667,0,0.016667,0,0.016667,0.033333,0,0,0.05,0,0
0.012048,0.048193,0.036145,0.024096,0.012048,0.060241,0,0.012048,0,0.024096,0.012048,0.024096,0,0.060241,0.036145,0.036145,0,0,0.048193,0,0,0,0,0,0,0.024096,0,0,0,0.012048,0.048193,0,0.012048,0.036145,0.048193,0.060241,0,0.048193,0,0.072289,0,0,0.012048,0,0,0.012048,0.012048,0,0,0.048193,0,0.012048,0,0.024096,0,0.024096,0,0,0,0,0,0.012048,0.036145,0
0.035714,0.035714,0.17857,0,0,0,0.035714,0,0,0.071429,0,0.035714,0,0.035714,0,0,0,0,0.035714,0,0,0,0,0,0,0,0.035714,0,0.035714,0,0.071429,0,0.035714,0.035714,0.17857,0,0,0.035714,0,0.035714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714,0.035714,0,0
0.032258,0.016129,0.032258,0,0.032258,0,0,0.016129,0,0,0.032258,0.032258,0,0.048387,0,0.048387,0.016129,0.016129,0.016129,0,0.032258,0.032258,0,0.032258,0,0.016129,0.016129,0.016129,0,0.016129,0.016129,0.016129,0,0.016129,0.048387,0.016129,0.016129,0.016129,0,0.016129,0.016129,0.016129,0.048387,0,0,0.016129,0.048387,0,0,0.032258,0,0.016129,0,0.016129,0,0.016129,0,0.032258,0,0.032258,0,0.016129,0,0.032258
0.0625,0.015625,0.015625,0.015625,0.015625,0,0,0.03125,0,0,0.015625,0.015625,0.015625,0,0,0.046875,0.03125,0,0,0,0.0625,0.046875,0,0.015625,0,0.015625,0,0,0,0.015625,0.015625,0.03125,0.046875,0.015625,0.046875,0.046875,0.015625,0,0,0.03125,0.046875,0.0625,0.015625,0.015625,0,0,0.015625,0.03125,0,0.015625,0,0.015625,0,0,0,0.015625,0,0,0,0.03125,0,0.015625,0.015625,0.015625
